NOTA_CN,NOTA_MT,NOTA_LC,NOTA_CH,NOTA_REDACAO,nota_final
412.4,445.3,476.2,494.2,660.0,497.62000000000006
608.3,668.1,511.7,585.4,620.0,598.7
651.0,610.8,585.7,637.8,880.0,673.0600000000001
529.0,610.2,520.9,554.4,480.0,538.9
371.0,532.1,599.0,580.4,920.0,600.5
458.6,374.0,453.4,496.7,540.0,464.53999999999996
564.2,634.1,610.7,639.4,800.0,649.6800000000001
499.9,470.6,472.8,436.6,540.0,483.98
501.2,525.4,505.8,535.1,800.0,573.5
497.0,578.7,519.7,386.5,660.0,528.38
413.8,690.3,494.3,474.9,800.0,574.66
483.0,683.7,597.9,658.0,760.0,636.52
486.3,537.7,536.5,471.6,820.0,570.42
545.4,696.0,585.4,606.1,900.0,666.58
615.2,670.7,578.0,597.1,860.0,664.2
566.5,643.0,607.7,636.8,720.0,634.8
519.0,651.1,633.8,612.7,580.0,599.3199999999999
509.8,431.2,532.3,432.8,720.0,525.22
551.9,707.3,607.7,680.8,960.0,701.54
488.4,501.6,539.7,558.1,540.0,525.5600000000001
421.2,534.9,499.1,491.5,540.0,497.34
637.5,749.9,660.6,705.8,920.0,734.76
557.3,491.0,565.7,599.7,640.0,570.74
541.2,531.8,533.8,524.2,540.0,534.2
629.1,683.8,578.6,633.0,720.0,648.9
482.2,552.9,536.7,598.6,560.0,546.08
637.6,723.6,609.2,676.7,880.0,705.4200000000001
436.9,542.5,427.4,523.4,600.0,506.03999999999996
468.2,388.7,538.8,543.2,620.0,511.7799999999999
441.5,462.9,537.9,580.1,600.0,524.48
457.0,626.2,586.7,637.6,860.0,633.5
378.7,494.3,459.1,488.6,560.0,476.14
593.5,708.1,552.9,592.7,660.0,621.4399999999999
445.3,597.5,458.1,585.2,700.0,557.22
667.2,680.2,575.6,614.3,840.0,675.46
491.6,456.8,547.9,358.2,600.0,490.9
578.5,468.1,508.0,501.7,800.0,571.26
560.5,634.5,496.0,552.2,580.0,564.64
505.4,408.3,602.5,562.8,740.0,563.8
594.1,603.4,519.9,624.7,580.0,584.4200000000001
488.3,623.6,470.0,573.1,380.0,507.0
518.6,629.3,549.0,559.6,640.0,579.3
539.2,648.7,529.5,605.8,880.0,640.64
500.1,647.9,583.1,521.9,820.0,614.6
415.3,421.6,414.9,419.3,500.0,434.2200000000001
597.8,631.8,574.4,532.9,620.0,591.38
521.8,696.6,533.7,553.2,660.0,593.0600000000001
510.3,588.6,525.0,575.7,720.0,583.9200000000001
642.9,852.5,704.5,704.7,920.0,764.9200000000001
617.0,664.8,617.0,640.4,920.0,691.8399999999999
491.7,633.6,587.8,562.2,560.0,567.0600000000001
532.6,606.0,560.3,618.4,560.0,575.4599999999999
758.0,737.3,623.4,664.7,820.0,720.68
460.2,647.7,548.8,569.5,840.0,613.24
475.2,447.6,569.4,661.8,700.0,570.8
538.7,729.1,559.3,644.6,840.0,662.34
523.7,682.0,533.9,585.6,600.0,585.04
552.3,493.5,536.1,540.4,680.0,560.46
535.3,534.2,594.2,566.7,580.0,562.08
644.7,705.7,679.0,664.0,860.0,710.6800000000001
384.7,526.1,493.6,504.0,640.0,509.68
531.8,542.8,464.0,435.9,560.0,506.9
485.0,603.0,509.0,617.0,660.0,574.8
601.9,455.9,565.4,569.0,820.0,602.4399999999999
480.0,529.5,553.3,394.1,580.0,507.38
484.0,470.8,521.6,431.7,520.0,485.62000000000006
429.6,430.6,399.9,405.3,400.0,413.0799999999999
602.6,639.2,519.3,586.6,620.0,593.5400000000001
547.6,579.1,501.5,630.8,560.0,563.8
473.8,558.9,545.2,536.2,700.0,562.82
654.3,700.3,596.3,640.8,840.0,686.3399999999999
505.1,489.5,468.3,533.9,600.0,519.36
588.2,652.6,512.1,462.0,640.0,570.98
595.1,728.9,569.7,630.8,860.0,676.9
569.0,767.4,571.5,643.0,940.0,698.1800000000001
599.4,638.8,585.9,620.2,640.0,616.86
433.4,406.0,307.5,440.7,500.0,417.5200000000001
577.0,634.9,598.8,629.3,640.0,616.0
546.3,609.5,573.9,648.5,660.0,607.64
551.9,522.8,475.6,602.6,540.0,538.5799999999999
545.2,721.8,554.4,626.6,640.0,617.6
537.0,558.6,487.1,562.6,700.0,569.06
362.7,511.6,548.5,531.5,620.0,514.86
407.2,413.2,389.9,368.6,520.0,419.78000000000003
433.6,399.4,478.9,445.8,380.0,427.53999999999996
484.6,742.0,509.5,566.8,760.0,612.5799999999999
496.9,411.1,560.2,503.7,620.0,518.38
472.8,414.4,563.9,540.4,540.0,506.3
406.7,476.4,509.7,513.9,660.0,513.3399999999999
607.1,560.2,562.6,616.8,880.0,645.3399999999999
491.0,506.0,536.1,575.0,640.0,549.62
428.3,575.1,552.1,584.7,640.0,556.04
454.4,662.2,430.2,462.2,600.0,521.8
464.1,484.4,466.8,495.4,620.0,506.14
526.9,575.1,522.3,576.2,600.0,560.1
699.5,745.6,726.9,738.5,800.0,742.1
608.6,502.0,607.7,695.7,860.0,654.8
404.8,630.4,508.5,530.7,660.0,546.88
596.4,768.1,613.5,693.3,900.0,714.26
534.2,627.8,570.8,447.1,520.0,539.98
437.0,435.1,465.0,510.3,600.0,489.4799999999999
615.0,753.7,574.2,603.5,700.0,649.28
518.4,534.0,487.4,563.8,500.0,520.72
476.4,379.6,455.2,430.8,460.0,440.4
483.9,400.7,455.4,479.2,580.0,479.84
418.8,627.6,511.7,455.8,560.0,514.78
614.6,606.3,590.2,553.1,660.0,604.84
419.2,397.9,474.8,460.4,520.0,454.4599999999999
524.8,476.7,349.5,390.2,380.0,424.23999999999995
516.4,448.3,542.6,435.7,680.0,524.6
596.8,489.8,587.2,637.9,600.0,582.3399999999999
476.6,557.7,581.9,509.1,740.0,573.0600000000001
522.0,668.2,609.6,601.5,880.0,656.26
405.8,391.6,495.8,530.7,600.0,484.78000000000003
510.4,575.6,424.2,495.6,760.0,553.1600000000001
531.0,531.1,541.6,618.6,660.0,576.4599999999999
585.3,644.4,523.8,548.2,500.0,560.3399999999999
401.5,497.6,380.8,471.8,580.0,466.34
601.4,627.4,549.7,569.7,600.0,589.64
476.3,540.5,492.6,367.5,620.0,499.38
392.4,586.2,433.1,505.9,480.0,479.52
562.1,707.4,575.1,641.0,520.0,601.12
457.7,567.8,522.8,406.3,560.0,502.91999999999996
609.7,705.1,573.6,615.6,660.0,632.8
514.2,522.9,616.6,643.8,680.0,595.5
571.7,648.7,577.6,593.6,600.0,598.3199999999999
553.2,741.2,533.9,574.1,880.0,656.48
579.3,705.5,570.9,580.2,620.0,611.18
591.6,613.5,492.9,509.8,460.0,533.5600000000001
407.9,380.4,466.3,524.6,420.0,439.84
471.0,551.4,496.4,421.2,920.0,572.0
539.8,611.5,472.1,444.6,820.0,577.6
396.4,543.3,440.6,434.0,640.0,490.86
436.7,610.0,544.9,561.4,920.0,614.6
398.2,416.2,478.5,398.8,0.0,338.34000000000003
543.5,715.7,594.3,642.8,880.0,675.26
441.0,673.3,490.4,517.8,580.0,540.5
564.4,488.0,507.1,649.4,540.0,549.78
458.8,428.9,466.3,474.0,600.0,485.6
435.9,484.4,493.7,541.3,660.0,523.0600000000001
508.3,517.1,594.2,622.0,900.0,628.32
439.2,596.5,557.7,589.1,880.0,612.5
446.2,414.5,500.4,458.0,580.0,479.82
414.7,439.7,342.9,370.8,380.0,389.62
673.3,803.1,626.9,612.3,920.0,727.1200000000001
527.6,664.2,626.7,647.5,640.0,621.2
599.6,630.7,603.6,656.2,640.0,626.0200000000001
702.8,787.8,592.8,682.6,940.0,741.1999999999999
565.2,639.8,598.1,638.7,740.0,636.36
501.4,507.8,523.0,566.3,880.0,595.7
453.8,426.3,492.2,379.6,520.0,454.38
573.2,714.6,650.7,611.0,860.0,681.9
546.8,618.0,571.6,586.6,840.0,632.6
404.4,446.9,450.3,485.8,640.0,485.4799999999999
515.4,666.9,528.9,395.0,560.0,533.24
436.1,482.8,331.4,532.2,720.0,500.5
423.6,541.3,544.1,492.8,680.0,536.36
554.5,608.2,578.3,651.1,580.0,594.42
459.2,585.2,504.2,498.4,520.0,513.4
525.8,415.2,538.4,590.3,620.0,537.9399999999999
568.5,654.7,604.4,670.4,620.0,623.6
475.3,413.2,466.6,528.7,580.0,492.76000000000005
580.8,698.3,596.7,597.2,800.0,654.6
431.6,454.2,456.8,394.7,560.0,459.46000000000004
510.1,709.0,581.9,589.5,640.0,606.1
574.1,584.6,560.8,630.9,800.0,630.08
418.6,502.2,383.0,440.8,420.0,432.91999999999996
643.5,660.2,592.7,650.5,840.0,677.38
524.9,666.3,560.0,376.6,700.0,565.56
598.4,678.3,463.8,551.8,600.0,578.4599999999999
541.4,673.1,584.5,596.9,820.0,643.1800000000001
494.5,617.4,601.6,591.6,680.0,597.02
401.6,452.8,551.2,565.2,780.0,550.1600000000001
586.7,651.5,519.7,612.7,560.0,586.1200000000001
512.3,401.7,496.2,589.1,0.0,399.86
515.1,523.6,543.9,545.2,480.0,521.5600000000001
485.4,454.8,535.7,550.6,620.0,529.3
605.8,604.6,601.7,657.1,800.0,653.84
437.4,442.9,425.0,455.7,620.0,476.2
478.7,521.3,543.6,560.0,560.0,532.72
474.0,549.6,427.2,461.2,780.0,538.4
552.3,523.9,510.1,544.9,760.0,578.24
573.7,593.0,557.4,630.3,760.0,622.8799999999999
549.0,572.5,653.9,653.2,600.0,605.72
486.6,451.8,534.9,586.5,780.0,567.96
581.0,695.4,644.3,659.8,620.0,640.1
594.1,676.7,575.1,620.8,640.0,621.3399999999999
394.8,451.0,431.2,465.5,520.0,452.5
418.6,449.0,420.5,515.1,640.0,488.64
494.7,411.3,427.0,481.5,840.0,530.9
495.4,458.7,541.4,678.6,880.0,610.8199999999999
465.7,547.7,549.8,530.3,680.0,554.7
571.9,687.1,543.8,607.6,800.0,642.08
491.8,473.2,510.5,421.9,440.0,467.48
524.9,537.3,549.4,648.7,600.0,572.0600000000001
440.8,478.1,407.9,429.2,680.0,487.2
428.1,496.4,503.7,585.8,480.0,498.8
554.6,604.1,627.1,633.6,580.0,599.88
536.2,483.7,574.6,632.7,600.0,565.4399999999999
432.5,483.4,461.6,450.2,380.0,441.53999999999996
778.6,825.6,663.7,695.2,660.0,724.6200000000001
351.2,381.3,415.1,380.3,440.0,393.58
450.5,606.8,589.9,581.1,480.0,541.66
624.6,666.7,584.2,625.4,780.0,656.1800000000001
589.0,576.6,448.0,576.4,520.0,542.0
447.2,505.9,516.8,485.9,860.0,563.16
756.3,793.2,681.1,750.9,820.0,760.3
554.3,583.6,530.5,585.2,520.0,554.72
535.6,667.3,590.9,569.5,720.0,616.6600000000001
555.5,611.1,565.4,550.1,840.0,624.42
440.9,390.3,426.0,416.8,460.0,426.8
441.2,523.8,557.9,660.5,720.0,580.6800000000001
489.3,689.4,622.8,626.2,940.0,673.54
604.7,749.7,619.8,653.0,900.0,705.4399999999999
448.3,447.0,531.5,361.7,520.0,461.7
452.3,552.5,529.8,538.0,640.0,542.52
535.4,626.9,545.2,585.2,640.0,586.54
612.7,748.6,518.4,546.1,600.0,605.1600000000001
674.5,713.5,634.2,660.2,760.0,688.48
538.9,475.7,524.2,496.7,720.0,551.1
421.5,573.3,545.2,579.0,660.0,555.8
536.5,585.1,607.5,601.5,700.0,606.12
527.0,371.1,532.8,663.0,800.0,578.78
439.4,530.2,535.8,578.9,780.0,572.86
484.7,607.1,537.4,581.7,580.0,558.18
456.6,686.7,495.1,595.4,680.0,582.76
459.4,519.9,589.6,589.4,620.0,555.6600000000001
670.5,753.9,674.1,748.0,800.0,729.3
576.8,574.7,547.3,560.0,720.0,595.76
406.3,552.9,484.3,460.4,560.0,492.78000000000003
477.0,512.8,511.4,541.0,580.0,524.4399999999999
430.6,592.3,465.4,530.0,500.0,503.66
513.2,394.0,498.7,528.1,640.0,514.8
647.8,721.8,612.2,715.3,780.0,695.42
453.9,590.9,588.6,607.5,600.0,568.1800000000001
618.1,640.8,624.1,627.0,640.0,630.0
515.1,735.2,612.7,639.3,880.0,676.46
575.5,636.5,480.8,555.6,600.0,569.6800000000001
392.9,388.7,412.9,444.5,600.0,447.8
614.9,666.5,518.4,593.4,820.0,642.6400000000001
384.4,406.0,314.8,475.5,560.0,428.14
550.8,607.6,559.5,560.3,720.0,599.64
673.4,734.2,582.8,632.7,660.0,656.62
511.4,493.4,429.7,482.7,580.0,499.43999999999994
606.5,727.3,561.9,549.3,600.0,609.0
715.9,795.5,686.0,760.8,880.0,767.64
505.7,471.2,477.3,549.6,800.0,560.76
515.2,580.6,541.4,471.1,560.0,533.6600000000001
495.8,670.6,574.0,539.7,600.0,576.0200000000001
625.3,729.8,563.4,649.2,860.0,685.54
578.0,583.8,623.4,619.0,880.0,656.8399999999999
383.3,606.9,478.6,450.0,440.0,471.76000000000005
406.0,485.0,530.2,543.6,560.0,504.96000000000004
372.4,618.9,524.1,536.1,500.0,510.3
380.2,527.2,517.6,565.4,680.0,534.08
511.0,613.0,576.8,603.1,620.0,584.78
414.6,417.5,500.0,445.2,520.0,459.46000000000004
611.2,690.2,563.5,640.5,820.0,665.08
540.4,643.5,556.5,607.2,840.0,637.5200000000001
520.1,628.8,555.6,462.2,560.0,545.3399999999999
471.8,564.1,544.1,563.2,680.0,564.64
573.9,663.2,579.1,644.5,700.0,632.14
417.2,456.8,514.0,526.4,380.0,458.88
535.7,585.6,571.2,638.5,640.0,594.2
587.4,614.0,527.8,568.6,700.0,599.5600000000001
632.8,722.5,598.1,667.3,880.0,700.14
442.0,540.0,518.1,587.0,540.0,525.42
613.5,662.7,623.1,606.9,800.0,661.24
435.6,463.8,514.1,561.0,540.0,502.9
532.6,575.8,451.5,553.7,580.0,538.72
499.5,493.0,538.5,619.9,500.0,530.1800000000001
424.1,451.4,470.1,499.3,620.0,492.9799999999999
680.2,662.8,656.2,775.0,860.0,726.8399999999999
445.8,475.8,384.4,500.1,720.0,505.21999999999997
526.3,534.2,468.2,436.0,600.0,512.9399999999999
600.4,560.4,632.9,659.6,640.0,618.66
544.1,598.3,549.5,600.4,740.0,606.46
504.8,622.0,528.8,578.2,740.0,594.76
546.0,694.5,607.4,647.7,720.0,643.1200000000001
552.5,714.6,618.5,611.3,900.0,679.3799999999999
522.6,535.6,472.3,576.8,600.0,541.46
495.8,654.6,522.5,496.5,620.0,557.88
481.0,671.6,479.5,447.1,620.0,539.8399999999999
422.6,360.7,379.1,512.3,480.0,430.93999999999994
592.3,719.1,574.2,636.7,780.0,660.46
597.9,635.5,603.7,654.4,600.0,618.3
512.5,670.7,513.4,593.0,660.0,589.92
430.9,576.6,498.2,433.7,600.0,507.88
406.1,544.7,471.8,394.4,520.0,467.4
446.9,392.0,462.2,357.9,760.0,483.8
412.8,569.5,366.5,461.6,600.0,482.08000000000004
451.4,423.1,569.8,573.3,680.0,539.52
449.4,497.0,555.1,516.0,620.0,527.5
612.8,529.3,550.4,631.1,560.0,576.72
470.8,417.4,550.7,596.5,540.0,515.08
441.0,393.9,462.3,421.6,420.0,427.76000000000005
560.6,568.3,604.3,580.3,660.0,594.7
506.6,501.5,548.3,568.8,580.0,541.04
609.3,564.8,584.8,582.6,620.0,592.3
467.7,477.4,509.9,541.0,480.0,495.2
414.8,581.6,505.3,386.4,460.0,469.62
464.1,504.9,372.6,451.9,640.0,486.7
528.9,620.2,515.3,548.8,600.0,562.64
630.0,753.9,625.3,674.1,680.0,672.6600000000001
524.6,592.2,546.6,577.0,800.0,608.08
598.6,616.8,562.1,611.8,600.0,597.86
459.7,512.1,494.7,485.7,640.0,518.4399999999999
467.1,498.4,508.3,417.4,500.0,478.23999999999995
408.7,509.0,461.0,453.9,600.0,486.52
641.5,751.3,568.8,627.4,660.0,649.8
432.4,464.8,537.2,576.6,440.0,490.2
571.6,457.3,591.6,559.0,680.0,571.9
420.4,448.3,479.3,555.8,360.0,452.76000000000005
464.1,528.4,498.6,551.3,540.0,516.4799999999999
647.4,775.9,650.1,723.1,860.0,731.3
718.8,772.0,646.8,705.7,860.0,740.6600000000001
520.4,565.6,607.2,583.7,760.0,607.38
610.7,643.6,636.9,674.2,760.0,665.0800000000002
445.9,494.5,437.4,471.6,320.0,433.88
464.3,421.6,507.8,577.7,540.0,502.28000000000003
632.4,694.2,669.8,621.7,620.0,647.62
490.3,543.4,484.5,566.4,620.0,540.92
396.9,495.7,450.5,489.8,580.0,482.5799999999999
355.4,545.1,489.9,502.6,560.0,490.6
655.6,664.5,660.3,688.0,680.0,669.68
577.9,618.3,598.6,651.2,580.0,605.2
553.7,634.9,591.4,632.4,800.0,642.48
467.1,594.9,548.0,538.7,540.0,537.74
634.3,678.1,673.5,698.7,880.0,712.9200000000001
399.0,624.3,561.8,530.6,660.0,555.14
623.4,686.6,571.4,664.8,740.0,657.24
615.3,650.2,587.6,614.4,400.0,573.5
574.1,692.6,552.8,558.5,740.0,623.6
654.4,741.0,594.6,637.5,500.0,625.5
558.8,512.9,579.5,542.6,560.0,550.76
437.3,559.2,478.1,402.7,560.0,487.46000000000004
683.4,810.6,513.2,714.8,900.0,724.4
434.0,661.9,552.4,603.8,880.0,626.4200000000001
488.3,501.2,504.9,507.6,600.0,520.4
497.5,653.5,575.1,550.0,460.0,547.22
434.8,404.0,406.0,405.8,400.0,410.12
539.2,552.6,523.3,595.4,760.0,594.1
624.0,580.1,562.1,558.8,580.0,581.0
418.7,379.1,438.6,541.0,320.0,419.48
390.7,637.3,483.9,496.1,580.0,517.6
630.6,718.2,556.1,539.1,680.0,624.8
608.3,635.7,619.1,617.1,740.0,644.04
482.0,505.9,567.6,438.6,640.0,526.8199999999999
626.8,822.6,477.2,605.7,660.0,638.46
515.6,509.8,396.7,480.6,540.0,488.5400000000001
540.4,620.0,569.2,602.8,720.0,610.48
494.4,438.7,562.3,619.3,520.0,526.9399999999999
578.2,611.1,540.5,623.9,720.0,614.74
447.8,420.9,464.6,360.4,500.0,438.74000000000007
412.5,429.0,401.2,474.7,560.0,455.48
685.8,699.9,671.3,720.6,760.0,707.52
499.1,427.4,453.1,451.1,780.0,522.14
382.4,698.7,583.9,519.1,580.0,552.8199999999999
593.9,608.7,564.0,638.8,620.0,605.0799999999999
583.9,596.9,607.2,676.2,580.0,608.8399999999999
574.8,519.1,539.9,552.4,580.0,553.24
458.2,528.0,597.0,504.8,580.0,533.6
615.4,674.4,559.4,482.6,560.0,578.3599999999999
476.8,567.9,476.2,576.5,580.0,535.48
541.0,451.1,475.9,556.0,680.0,540.8
535.5,618.7,448.9,543.0,560.0,541.22
471.0,581.9,579.8,515.2,660.0,561.58
687.3,733.0,616.1,729.1,720.0,697.1
604.1,702.0,622.1,703.8,920.0,710.4
574.4,712.8,581.9,638.2,800.0,661.46
515.6,517.8,503.9,525.8,760.0,564.6200000000001
425.0,400.7,348.4,395.3,340.0,381.88
666.0,813.8,548.9,631.4,800.0,692.02
557.6,518.3,575.0,563.9,880.0,618.96
449.7,535.0,517.8,466.3,720.0,537.76
546.3,545.4,600.6,611.2,660.0,592.7
672.8,706.9,569.4,638.3,860.0,689.4799999999999
585.2,557.1,540.5,610.9,920.0,642.74
549.1,550.9,563.6,614.5,360.0,527.62
342.9,390.4,516.0,501.4,520.0,454.14
524.1,663.4,582.6,666.0,0.0,487.21999999999997
375.6,518.1,439.7,416.0,600.0,469.88
403.7,576.7,549.8,595.3,820.0,589.1
408.0,419.2,426.1,514.2,540.0,461.5
479.6,487.8,563.8,613.1,660.0,560.86
454.9,701.2,592.0,553.7,600.0,580.36
532.2,405.0,432.6,465.9,560.0,479.14000000000004
484.2,468.0,397.0,535.1,760.0,528.86
506.5,652.7,542.3,500.3,700.0,580.36
599.7,670.9,584.0,574.1,640.0,613.74
541.7,645.4,577.7,616.4,700.0,616.24
417.3,442.5,435.6,454.3,560.0,461.93999999999994
606.6,689.1,631.3,595.3,740.0,652.46
501.7,685.0,503.9,543.4,620.0,570.8
480.3,621.1,525.5,535.0,860.0,604.38
403.5,474.6,468.8,427.0,560.0,466.78000000000003
428.3,463.9,552.1,575.5,660.0,535.96
529.0,618.1,486.6,530.3,640.0,560.8
532.5,622.2,614.7,641.6,700.0,622.2
563.3,684.8,644.4,413.9,640.0,589.28
570.0,500.3,452.8,426.3,600.0,509.87999999999994
427.4,430.1,449.3,443.1,540.0,457.98
397.9,466.5,442.7,511.3,660.0,495.67999999999995
500.6,651.8,576.5,598.4,700.0,605.46
348.3,495.5,363.6,428.3,560.0,439.14
412.6,554.4,586.1,605.0,560.0,543.62
570.5,697.4,628.3,654.6,860.0,682.1600000000001
568.8,695.2,528.3,609.1,480.0,576.28
376.9,485.1,407.2,484.9,740.0,498.82
585.5,629.8,604.4,605.7,520.0,589.0799999999999
600.9,730.2,550.5,614.3,640.0,627.18
565.2,589.9,529.3,612.7,660.0,591.42
433.1,417.7,476.2,478.4,440.0,449.08000000000004
523.0,480.3,513.2,363.2,580.0,491.93999999999994
644.0,739.9,550.1,667.2,900.0,700.24
466.0,612.1,445.1,468.5,520.0,502.34
495.0,537.6,565.6,588.2,500.0,537.28
411.1,427.4,507.8,590.0,660.0,519.26
457.5,443.2,439.9,454.4,600.0,479.0
528.1,644.7,558.3,550.2,700.0,596.26
410.5,404.1,448.0,516.6,600.0,475.84
569.8,677.0,576.3,698.1,760.0,656.24
522.2,604.9,463.1,551.0,800.0,588.24
461.6,497.7,521.7,530.1,580.0,518.22
588.4,455.7,618.6,610.8,640.0,582.7
580.9,612.8,572.8,567.3,460.0,558.76
487.0,520.0,506.3,371.5,580.0,492.96000000000004
565.8,525.7,539.0,579.7,780.0,598.04
665.4,696.9,543.8,623.2,640.0,633.86
490.6,443.2,517.3,586.6,340.0,475.53999999999996
545.7,720.3,565.6,551.4,600.0,596.6
547.5,538.8,613.5,641.5,680.0,604.26
555.1,682.9,507.6,574.4,640.0,592.0
467.0,461.2,437.0,381.5,540.0,457.34
545.5,505.0,602.6,602.0,500.0,551.02
651.1,781.5,621.5,642.9,640.0,667.4
496.9,414.0,488.6,536.7,540.0,495.23999999999995
490.9,547.3,472.2,527.4,720.0,551.56
418.0,388.7,394.2,413.1,560.0,434.8
578.1,739.7,510.3,587.4,900.0,663.1
440.7,516.0,509.0,487.9,540.0,498.71999999999997
452.9,526.9,505.4,385.0,520.0,478.03999999999996
575.2,561.0,577.8,570.7,840.0,624.9399999999999
399.4,428.1,395.6,354.1,460.0,407.43999999999994
571.0,655.4,559.5,637.6,520.0,588.7
582.4,595.2,568.9,621.5,640.0,601.6
414.2,483.7,531.2,587.0,540.0,511.21999999999997
534.7,665.8,607.1,632.5,960.0,680.02
373.7,455.1,550.9,618.6,640.0,527.66
594.4,797.1,607.5,652.3,620.0,654.26
386.5,403.9,430.6,483.3,800.0,500.86
443.6,444.1,538.9,558.0,460.0,488.91999999999996
447.3,621.7,455.8,410.2,720.0,531.0
416.5,445.0,461.3,480.2,620.0,484.6
449.6,559.6,492.3,544.2,500.0,509.14
564.8,505.1,478.0,487.8,680.0,543.14
622.8,774.5,591.2,660.3,720.0,673.76
443.8,546.2,401.1,449.5,540.0,476.12
601.6,728.1,585.1,576.9,740.0,646.34
521.2,656.5,582.3,595.4,600.0,591.08
524.1,463.0,572.8,630.4,800.0,598.0600000000001
448.1,575.0,501.3,525.7,500.0,510.0200000000001
566.2,663.4,570.9,571.1,600.0,594.3199999999999
703.6,783.9,629.0,684.9,840.0,728.28
594.2,733.3,633.6,676.7,660.0,659.5600000000001
547.9,650.6,549.4,585.4,560.0,578.6600000000001
679.5,768.6,611.9,640.6,580.0,656.12
576.9,709.3,650.2,594.9,560.0,618.26
382.8,426.3,377.0,339.5,0.0,305.12
486.7,554.1,526.3,580.9,520.0,533.6
489.4,584.4,493.0,476.7,340.0,476.7
485.2,602.5,500.6,464.9,580.0,526.6400000000001
512.8,615.5,508.0,554.4,600.0,558.14
470.5,668.6,579.4,606.0,780.0,620.9
514.6,430.3,633.1,606.5,500.0,536.9
479.3,390.5,410.3,436.6,560.0,455.34
450.6,615.6,537.5,551.0,500.0,530.9399999999999
520.5,690.6,546.8,414.0,940.0,622.3799999999999
484.0,629.3,553.1,640.7,440.0,549.4200000000001
542.4,424.6,536.5,605.2,660.0,553.74
401.8,645.0,594.9,604.6,940.0,637.26
354.9,462.6,423.3,364.7,500.0,421.1
445.1,481.8,506.1,564.6,880.0,575.52
562.5,690.5,568.9,590.3,800.0,642.4399999999999
453.5,400.6,542.4,583.9,540.0,504.08000000000004
507.2,496.6,497.7,486.5,420.0,481.6
581.2,598.2,572.3,591.7,660.0,600.6800000000001
373.5,504.4,436.0,365.0,580.0,451.78000000000003
457.0,491.6,483.9,439.2,440.0,462.34
493.2,439.1,458.6,529.8,580.0,500.14
590.4,697.9,656.1,608.4,800.0,670.5600000000001
598.9,689.0,585.1,609.2,800.0,656.4399999999999
493.8,580.6,531.8,658.8,800.0,613.0
495.0,659.2,586.9,685.3,720.0,629.28
525.2,653.0,508.8,550.0,720.0,591.4
428.8,425.1,401.3,426.9,860.0,508.41999999999996
541.8,687.5,706.0,746.6,640.0,664.38
453.9,562.8,461.7,545.7,680.0,540.8199999999999
695.1,767.2,592.7,646.4,860.0,712.28
535.5,603.3,538.0,510.0,800.0,597.36
591.5,618.2,653.4,718.8,400.0,596.3799999999999
613.7,726.7,462.8,579.1,900.0,656.46
530.6,668.7,543.3,480.4,620.0,568.6
525.3,610.2,603.2,627.2,640.0,601.1800000000001
539.7,544.4,560.0,557.1,860.0,612.24
485.4,531.0,526.2,512.6,600.0,531.04
546.5,423.7,559.5,524.4,480.0,506.82
539.2,558.1,542.2,460.6,540.0,528.0200000000001
583.9,617.5,635.2,676.3,760.0,654.58
633.2,646.7,595.4,646.1,880.0,680.28
461.2,365.6,483.7,537.0,640.0,497.5
407.7,489.8,440.5,358.0,580.0,455.2
517.4,524.1,568.8,642.2,600.0,570.5
648.8,728.1,602.0,680.8,740.0,679.9399999999999
478.9,551.0,558.7,574.6,620.0,556.6400000000001
343.5,464.9,428.8,450.1,600.0,457.46000000000004
695.8,756.1,672.8,765.8,920.0,762.1
496.6,575.6,556.1,673.5,880.0,636.36
488.2,438.1,505.7,492.5,600.0,504.9
617.6,636.1,630.3,616.4,940.0,688.08
484.9,408.2,528.3,523.7,700.0,529.02
676.3,804.1,696.8,766.0,920.0,772.64
564.6,602.3,517.9,602.5,760.0,609.46
594.2,573.6,582.5,590.5,620.0,592.1600000000001
457.2,479.6,504.7,513.5,580.0,507.0
454.7,565.1,407.0,422.6,500.0,469.88
569.9,641.5,580.1,596.7,680.0,613.64
557.1,579.6,562.9,596.7,640.0,587.26
539.4,481.7,552.8,581.7,640.0,559.12
609.6,688.5,596.0,690.4,880.0,692.9
630.4,727.5,596.2,652.1,800.0,681.24
487.7,634.8,565.5,606.9,660.0,590.98
498.2,457.6,653.9,684.2,760.0,610.78
472.7,555.2,563.0,566.4,720.0,575.46
523.0,480.1,524.6,565.5,620.0,542.64
565.1,682.0,591.5,650.5,580.0,613.8199999999999
697.5,853.3,679.2,697.5,920.0,769.5
428.7,404.1,461.6,480.8,420.0,439.03999999999996
463.3,640.3,500.2,534.7,500.0,527.7
539.1,670.9,577.9,637.1,700.0,625.0
405.9,449.6,485.6,346.3,700.0,477.4799999999999
373.0,470.3,388.5,351.1,420.0,400.58000000000004
429.8,429.5,426.7,451.4,480.0,443.48
437.5,365.5,576.2,559.7,520.0,491.78000000000003
488.1,643.7,568.5,595.3,720.0,603.1200000000001
576.7,579.9,536.9,547.0,760.0,600.1
427.0,646.6,565.4,603.9,840.0,616.58
426.9,485.4,421.4,460.1,0.0,358.75999999999993
543.2,497.1,549.3,581.0,660.0,566.1200000000001
531.4,438.0,616.3,667.7,560.0,562.68
567.0,582.8,595.0,547.8,720.0,602.52
466.5,542.0,581.6,589.6,620.0,559.9399999999999
