NOTA_CN,NOTA_MT,NOTA_LC,NOTA_CH,NOTA_REDACAO,nota_final
556.4,595.2,497.1,611.3,600.0,572.0
591.3,698.8,611.3,637.6,760.0,659.8
534.6,472.2,597.1,645.5,700.0,589.88
584.2,624.4,514.1,621.9,660.0,600.92
617.9,605.2,585.2,628.4,760.0,639.3399999999999
616.1,555.4,655.9,602.5,520.0,589.98
486.3,598.5,474.5,505.2,780.0,568.9
733.0,840.6,634.1,683.1,660.0,710.16
356.5,407.8,469.1,370.5,480.0,416.78000000000003
476.9,454.2,477.1,425.5,760.0,518.74
478.2,406.2,533.8,545.9,360.0,464.82
553.0,438.8,564.9,619.5,560.0,547.24
456.2,565.1,421.9,544.6,540.0,505.55999999999995
611.9,601.7,621.0,700.7,680.0,643.0600000000001
434.0,653.6,561.7,481.9,720.0,570.24
715.4,779.3,639.7,725.4,920.0,755.9599999999999
606.8,735.9,673.4,673.2,760.0,689.86
576.1,651.1,480.4,591.6,880.0,635.8399999999999
582.7,512.7,633.9,741.3,700.0,634.1200000000001
586.1,693.9,569.6,653.1,740.0,648.54
546.0,619.2,549.6,540.9,460.0,543.1400000000001
406.9,581.5,523.5,544.8,360.0,483.34
620.8,650.5,600.8,632.3,600.0,620.8799999999999
453.4,535.0,614.4,587.8,640.0,566.12
500.5,457.3,480.8,461.7,560.0,492.06000000000006
407.4,582.2,575.5,599.7,640.0,560.96
429.7,381.5,454.7,500.4,480.0,449.26000000000005
572.7,642.0,570.4,573.8,640.0,599.78
671.4,739.5,624.9,650.4,900.0,717.24
457.1,619.4,523.1,581.4,300.0,496.2
600.6,603.6,501.8,512.8,580.0,559.76
561.4,683.3,532.3,510.4,660.0,589.4799999999999
587.5,680.1,602.2,637.5,720.0,645.46
395.0,491.6,496.8,375.3,480.0,447.73999999999995
542.7,634.2,602.0,622.9,620.0,604.36
564.8,600.6,598.0,539.6,640.0,588.6
609.0,682.9,562.3,649.5,620.0,624.74
612.3,692.3,577.5,687.6,520.0,617.9399999999999
495.8,577.6,494.5,511.0,620.0,539.78
550.5,577.2,555.8,597.7,580.0,572.24
473.4,606.5,452.7,535.8,520.0,517.6800000000001
559.4,655.7,447.3,484.4,440.0,517.3599999999999
426.1,497.8,439.9,459.3,440.0,452.62000000000006
699.0,780.6,605.2,674.2,940.0,739.8
718.5,849.1,614.2,600.3,680.0,692.4200000000001
591.3,435.0,582.1,613.1,760.0,596.3
676.6,653.7,573.0,660.8,860.0,684.82
600.6,783.3,567.6,576.4,760.0,657.58
435.7,509.7,537.5,526.2,540.0,509.82000000000005
534.1,438.4,517.5,582.1,480.0,510.41999999999996
581.3,626.3,472.6,562.8,700.0,588.6
551.0,613.5,559.2,558.2,580.0,572.38
535.1,666.5,379.6,582.6,800.0,592.76
394.2,545.6,541.8,571.4,620.0,534.6
712.7,741.2,543.9,708.7,920.0,725.3
551.2,672.6,601.1,667.8,660.0,630.54
441.1,518.9,393.7,342.1,540.0,447.16
736.7,736.1,681.4,735.9,960.0,770.0200000000001
414.9,502.7,472.7,520.6,560.0,494.18
520.1,734.1,599.4,690.5,820.0,672.8199999999999
530.2,468.5,398.7,493.5,540.0,486.18
521.0,428.0,525.9,556.0,840.0,574.1800000000001
588.6,610.6,481.2,595.4,580.0,571.1600000000001
658.5,784.4,611.7,643.7,920.0,723.6600000000001
591.5,606.4,537.8,625.6,640.0,600.26
598.9,552.5,561.8,641.6,840.0,638.96
593.6,616.4,533.2,609.0,720.0,614.4399999999999
571.9,687.8,642.4,648.5,560.0,622.12
434.2,431.7,461.1,456.0,360.0,428.6
634.7,681.9,598.5,670.7,740.0,665.1600000000001
522.9,637.1,415.6,486.3,440.0,500.38
623.2,733.8,587.3,643.0,800.0,677.46
581.0,735.7,584.2,592.4,820.0,662.6600000000001
557.9,603.2,465.4,592.9,920.0,627.88
436.6,413.4,375.0,399.0,440.0,412.8
584.1,647.0,564.4,650.6,680.0,625.22
531.5,692.8,574.8,584.1,480.0,572.64
574.0,567.6,562.3,570.3,880.0,630.8399999999999
360.5,450.4,444.8,449.9,440.0,429.12
675.2,811.4,666.6,678.9,680.0,702.42
435.8,394.3,416.8,561.1,560.0,473.6
452.1,410.9,507.3,566.7,840.0,555.4
479.9,439.1,538.1,568.8,560.0,517.18
637.1,733.4,583.7,558.8,720.0,646.6
666.0,809.8,606.1,622.8,840.0,708.9399999999999
563.1,506.6,545.6,396.1,500.0,502.28000000000003
518.1,651.3,570.5,593.8,580.0,582.74
368.6,453.5,479.0,476.6,540.0,463.53999999999996
639.9,729.8,658.6,700.3,940.0,733.7199999999999
718.3,786.1,632.8,677.7,680.0,698.9799999999999
669.2,765.7,619.8,684.6,760.0,699.8599999999999
491.5,594.4,629.6,611.4,520.0,569.38
578.8,560.8,587.6,657.8,600.0,597.0
722.8,759.9,685.6,710.5,920.0,759.76
628.4,734.5,622.8,673.2,760.0,683.78
492.7,548.0,539.3,458.5,620.0,531.7
413.1,454.0,457.7,460.8,640.0,485.12
650.5,723.1,604.2,712.1,680.0,673.98
410.9,595.3,513.7,587.6,600.0,541.5
592.4,602.8,664.5,640.3,560.0,612.0
569.7,654.6,524.1,635.2,640.0,604.72
530.9,575.6,489.4,621.5,860.0,615.48
607.4,707.8,578.1,613.1,920.0,685.28
459.7,612.4,550.8,547.5,740.0,582.0799999999999
546.9,552.7,580.0,577.4,660.0,583.4
638.8,750.5,587.8,698.9,780.0,691.2
659.7,766.9,629.1,685.9,900.0,728.3199999999999
440.6,466.2,520.8,550.0,680.0,531.52
496.7,426.1,462.0,503.4,700.0,517.64
540.1,642.9,550.8,642.9,840.0,643.3399999999999
502.7,437.7,535.9,553.7,560.0,518.0
468.8,601.1,502.3,563.2,600.0,547.08
457.4,489.1,511.3,513.8,600.0,514.3199999999999
690.8,826.5,638.8,778.1,800.0,746.8399999999999
416.5,462.7,442.9,518.4,640.0,496.1
502.5,430.9,489.8,498.6,660.0,516.36
648.6,740.0,594.8,621.2,880.0,696.92
426.5,393.3,485.4,372.7,560.0,447.5799999999999
571.4,669.2,580.6,630.5,700.0,630.3399999999999
452.7,491.2,517.1,466.2,580.0,501.43999999999994
552.1,723.2,587.9,678.8,680.0,644.4
490.7,758.7,568.4,582.5,660.0,612.0600000000001
605.7,600.9,592.0,601.7,760.0,632.0600000000001
519.4,511.1,522.2,578.2,680.0,562.1800000000001
581.9,702.9,586.8,601.9,800.0,654.7
575.2,497.3,598.9,512.5,640.0,564.78
707.4,764.5,638.3,727.2,820.0,731.4799999999999
565.9,635.5,534.7,611.9,880.0,645.6
472.9,603.1,511.9,472.3,580.0,528.0400000000001
524.7,399.3,431.5,538.9,480.0,474.88
600.6,670.9,588.7,596.7,800.0,651.38
552.5,640.4,572.6,603.3,620.0,597.76
418.8,521.9,438.6,513.0,700.0,518.46
489.4,447.0,462.7,497.6,580.0,495.34
403.7,523.1,421.4,489.8,580.0,483.6
390.8,566.2,520.3,510.1,880.0,573.48
456.1,429.4,427.7,401.3,500.0,442.9
537.3,385.2,521.3,616.0,600.0,531.96
615.8,525.0,573.9,624.1,560.0,579.76
606.1,736.8,632.1,750.4,700.0,685.08
511.7,673.3,526.3,567.7,820.0,619.8
477.2,419.0,477.7,427.5,560.0,472.28000000000003
518.8,545.0,504.7,498.4,640.0,541.38
501.9,654.7,553.0,595.0,600.0,580.92
560.4,623.4,596.7,591.1,380.0,550.3199999999999
470.7,433.8,502.3,497.1,540.0,488.78000000000003
548.6,612.6,647.7,647.9,880.0,667.36
477.2,634.0,506.7,533.1,740.0,578.2
554.0,617.4,500.2,586.5,600.0,571.6200000000001
627.8,651.7,641.1,673.1,780.0,674.74
574.1,582.5,619.0,681.6,820.0,655.4399999999999
538.6,641.3,555.1,598.1,700.0,606.62
510.3,622.4,600.3,626.0,580.0,587.8
436.4,524.7,570.7,533.6,860.0,585.08
504.5,523.5,443.5,471.4,660.0,520.58
518.2,675.5,489.7,545.8,520.0,549.8399999999999
376.7,460.0,404.7,473.9,560.0,455.06000000000006
543.0,556.4,491.1,579.2,540.0,541.9399999999999
541.1,500.4,491.8,584.8,880.0,599.62
571.4,491.7,580.4,632.7,680.0,591.24
556.1,668.5,566.3,554.7,620.0,593.12
567.6,658.5,658.8,671.6,840.0,679.3
514.7,686.1,530.7,600.1,660.0,598.32
485.0,602.8,413.2,489.8,580.0,514.1600000000001
533.6,578.4,504.7,499.0,800.0,583.14
618.7,765.4,577.4,632.9,780.0,674.88
573.8,749.9,580.1,538.7,880.0,664.5
552.3,434.6,563.9,601.7,600.0,550.5
490.4,583.8,542.9,525.3,780.0,584.4799999999999
407.8,621.8,513.1,509.4,540.0,518.42
727.0,796.6,632.4,679.5,780.0,723.1
601.9,689.9,593.6,652.2,740.0,655.5200000000001
420.4,441.0,372.5,432.5,280.0,389.28000000000003
392.4,457.6,484.4,557.6,380.0,454.4
550.3,659.7,479.3,473.9,720.0,576.64
478.6,488.0,465.0,361.5,540.0,466.62
424.8,439.5,524.1,514.1,660.0,512.5
721.2,779.5,609.5,682.4,940.0,746.52
506.2,449.2,443.3,428.8,480.0,461.5
456.9,472.9,544.9,562.9,580.0,523.52
407.0,538.6,553.9,571.5,560.0,526.2
522.8,433.3,376.1,458.8,400.0,438.2
705.3,751.1,612.2,711.8,760.0,708.0800000000002
586.5,656.1,574.9,723.5,820.0,672.2
628.9,617.4,574.7,677.5,900.0,679.7
598.0,668.6,542.9,625.4,760.0,638.98
462.1,563.2,481.1,519.7,620.0,529.22
625.4,620.5,539.4,573.7,700.0,611.8
404.0,629.8,510.3,482.6,640.0,533.3399999999999
630.8,724.4,587.9,624.7,820.0,677.5600000000001
701.6,793.2,694.6,817.3,900.0,781.3399999999999
652.5,683.9,590.8,644.3,960.0,706.3
495.7,560.1,621.2,645.2,940.0,652.4399999999999
668.5,701.4,618.9,668.0,880.0,707.36
488.9,436.4,551.6,571.7,580.0,525.72
514.9,575.4,578.7,648.7,580.0,579.54
671.8,800.2,682.8,713.5,820.0,737.6600000000001
433.5,437.1,399.4,432.2,540.0,448.43999999999994
642.9,795.8,639.1,744.2,880.0,740.4
620.9,548.1,662.3,684.7,740.0,651.2
485.7,427.7,380.2,474.2,220.0,397.56
433.5,476.1,410.1,419.2,500.0,447.78000000000003
405.2,370.2,500.2,512.7,580.0,473.66
532.4,664.5,552.5,603.6,780.0,626.6
650.2,758.8,644.5,663.5,960.0,735.4
539.2,479.1,482.7,462.5,540.0,500.7
486.6,496.4,524.1,441.6,740.0,537.74
391.0,514.7,384.4,424.1,480.0,438.84
513.7,617.3,532.9,546.4,720.0,586.0600000000001
477.5,473.0,373.1,458.2,520.0,460.36
360.7,539.6,451.1,374.9,880.0,521.26
416.3,409.4,342.4,507.7,400.0,415.16
628.1,640.5,599.3,751.2,540.0,631.8199999999999
349.4,412.1,427.5,401.8,460.0,410.16
623.8,672.2,648.1,559.0,700.0,640.62
524.4,580.5,590.9,542.6,600.0,567.6800000000001
598.5,661.8,597.7,661.6,780.0,659.92
593.8,625.0,576.9,604.0,840.0,647.9399999999999
477.9,554.8,531.9,577.5,600.0,548.42
481.0,488.1,537.6,567.5,640.0,542.8399999999999
621.5,672.0,642.4,663.2,760.0,671.82
415.8,501.8,518.9,474.0,720.0,526.1
645.9,795.0,535.8,592.3,780.0,669.8
489.6,535.4,522.3,612.3,740.0,579.92
385.1,478.9,476.3,468.9,540.0,469.84
519.5,410.7,599.4,571.7,720.0,564.26
514.4,522.2,369.8,416.6,500.0,464.6
498.9,607.3,525.1,502.8,460.0,518.8199999999999
601.4,605.2,587.2,663.4,740.0,639.4399999999999
514.5,561.0,551.3,589.5,700.0,583.26
391.5,625.5,515.7,480.2,660.0,534.58
607.7,570.3,562.8,664.7,680.0,617.1
580.0,622.9,529.8,586.4,560.0,575.8199999999999
514.7,545.1,579.4,553.8,760.0,590.6
623.3,707.0,612.3,664.6,680.0,657.4399999999999
543.1,521.3,516.2,392.9,540.0,502.7
503.6,671.6,573.2,573.7,720.0,608.4200000000001
578.6,648.3,546.4,627.1,780.0,636.08
485.0,652.5,516.4,431.7,480.0,513.12
543.0,613.9,671.3,680.0,760.0,653.64
698.8,761.5,668.8,735.7,880.0,748.96
579.5,652.3,523.9,552.7,620.0,585.68
487.8,424.4,562.6,595.5,780.0,570.0600000000001
396.9,533.2,451.1,528.1,480.0,477.86
549.3,548.4,519.1,566.4,640.0,564.64
399.4,440.2,387.4,452.4,300.0,395.88
443.3,466.2,429.6,488.1,820.0,529.4399999999999
467.0,581.6,571.7,589.3,540.0,549.92
617.9,751.8,577.6,645.0,760.0,670.4599999999999
563.5,694.0,537.5,601.0,900.0,659.2
581.0,721.7,540.2,579.0,880.0,660.38
485.3,398.2,482.1,478.4,580.0,484.8
554.5,649.8,613.8,623.4,620.0,612.3
478.2,455.0,516.2,589.9,620.0,531.86
628.3,697.0,606.5,636.3,860.0,685.62
463.0,405.7,540.9,577.6,520.0,501.43999999999994
563.2,617.5,480.5,554.3,720.0,587.1
416.7,573.4,494.9,378.7,660.0,504.73999999999995
422.5,560.6,515.7,378.5,500.0,475.46000000000004
516.6,424.6,552.8,553.9,520.0,513.58
398.3,478.8,430.6,474.4,480.0,452.41999999999996
583.1,736.9,600.1,647.5,580.0,629.52
553.5,653.9,570.5,595.1,700.0,614.6
361.3,542.7,526.9,512.8,860.0,560.74
679.6,710.6,666.9,677.8,920.0,730.9799999999999
467.8,511.2,513.4,434.9,520.0,489.46000000000004
602.2,676.1,548.2,598.3,640.0,612.96
544.4,665.9,522.1,545.9,660.0,587.6600000000001
562.6,790.4,627.0,679.1,800.0,691.8199999999999
542.2,753.9,505.2,523.7,800.0,625.0
543.1,418.9,534.4,552.9,660.0,541.86
493.1,450.1,490.8,485.5,480.0,479.9
650.8,793.8,669.7,690.8,620.0,685.0200000000001
572.2,527.2,459.0,422.9,580.0,512.26
566.7,657.1,537.3,591.4,640.0,598.5
461.0,493.5,547.3,613.1,760.0,574.98
638.7,756.6,608.2,598.7,620.0,644.44
473.3,495.4,519.4,506.2,700.0,538.86
480.7,592.6,495.7,564.3,380.0,502.66
532.7,589.4,570.9,605.7,620.0,583.74
436.4,494.0,575.9,527.3,680.0,542.72
610.8,742.2,569.0,659.2,800.0,676.24
606.7,713.3,579.9,592.6,560.0,610.5
540.3,555.8,587.7,655.8,560.0,579.92
428.2,655.7,540.4,532.7,660.0,563.4
455.2,462.4,539.5,570.6,540.0,513.54
407.9,545.5,490.7,494.5,520.0,491.71999999999997
417.3,400.1,529.4,496.3,480.0,464.62000000000006
450.4,509.3,530.1,533.7,520.0,508.7
448.3,462.8,539.0,564.6,480.0,498.93999999999994
634.3,678.0,564.5,618.9,840.0,667.14
650.7,849.0,652.2,689.5,780.0,724.28
475.4,531.5,513.5,566.5,520.0,521.38
632.3,593.8,513.8,406.2,880.0,605.22
351.6,472.7,475.1,513.9,540.0,470.66
454.2,364.9,481.5,381.8,540.0,444.4799999999999
686.6,758.0,620.1,649.5,880.0,718.8399999999999
418.0,466.3,447.9,535.6,680.0,509.55999999999995
402.7,428.6,419.6,351.2,480.0,416.4200000000001
625.8,788.4,610.0,640.3,860.0,704.9
420.6,553.2,500.1,463.6,580.0,503.5
483.6,562.6,479.9,455.1,660.0,528.24
537.0,534.0,558.8,548.3,760.0,587.62
426.2,381.8,461.0,403.1,600.0,454.41999999999996
581.2,713.1,571.5,590.3,800.0,651.22
411.9,578.1,442.9,526.8,620.0,515.9399999999999
480.5,621.5,503.7,564.1,520.0,537.96
471.4,603.0,568.7,531.6,500.0,534.94
492.3,545.7,448.0,498.3,720.0,540.86
637.7,651.4,608.3,659.6,640.0,639.4
439.8,697.7,531.4,583.4,820.0,614.46
469.3,522.2,493.0,526.0,480.0,498.1
403.3,481.2,504.8,411.2,500.0,460.1
443.0,605.7,564.5,512.1,700.0,565.0600000000001
597.4,664.1,606.7,616.0,720.0,640.8399999999999
594.6,678.4,582.4,604.1,740.0,639.9
619.1,692.8,602.2,675.0,920.0,701.82
429.3,564.3,423.2,452.7,520.0,477.9
537.5,442.1,515.2,582.6,600.0,535.48
680.3,670.5,678.3,725.3,840.0,718.8799999999999
649.0,736.8,628.7,635.9,940.0,718.08
655.5,729.2,641.3,694.8,940.0,732.1600000000001
598.1,658.6,518.9,417.8,640.0,566.6800000000001
528.5,545.6,548.4,572.5,700.0,579.0
457.8,596.3,529.7,556.4,540.0,536.04
536.0,460.0,612.2,527.6,660.0,559.1600000000001
434.2,525.2,474.4,469.5,520.0,484.66
358.7,428.8,384.8,498.2,0.0,334.1
719.3,763.1,583.5,623.6,840.0,705.9
595.1,752.7,595.8,698.2,820.0,692.36
499.0,403.0,573.2,531.1,760.0,553.26
631.3,705.0,621.3,705.7,600.0,652.6600000000001
603.5,708.9,575.4,610.1,460.0,591.58
612.3,551.5,628.5,576.0,780.0,629.6600000000001
552.9,683.1,627.4,617.6,900.0,676.2
485.1,542.9,563.0,574.4,720.0,577.08
399.1,555.9,432.5,465.6,360.0,442.62
579.5,746.1,611.9,711.9,640.0,657.88
693.9,848.2,625.0,731.6,780.0,735.74
475.5,584.5,524.4,549.2,600.0,546.72
508.3,662.0,530.8,623.1,520.0,568.8399999999999
498.7,571.6,488.5,507.2,740.0,561.2
664.4,721.1,610.0,676.0,880.0,710.3
489.2,588.9,557.2,551.2,720.0,581.3
493.0,539.5,604.6,577.8,560.0,554.9799999999999
627.4,692.8,615.1,668.0,940.0,708.66
403.0,575.0,529.6,548.3,560.0,523.18
629.0,723.9,642.8,678.4,520.0,638.8199999999999
612.6,494.3,533.0,607.9,840.0,617.5600000000001
574.3,596.3,594.7,605.3,740.0,622.12
563.4,698.2,606.1,660.9,720.0,649.72
582.3,622.0,584.6,582.2,580.0,590.22
682.5,693.2,621.1,591.0,840.0,685.5600000000001
509.7,504.8,529.4,505.4,360.0,481.86
533.9,578.3,643.4,656.8,600.0,602.4799999999999
459.8,434.5,542.7,539.4,660.0,527.28
662.7,646.9,569.5,634.6,640.0,630.74
562.1,663.9,631.3,756.9,560.0,634.8399999999999
574.8,752.1,519.3,637.2,840.0,664.6800000000001
562.5,631.9,551.3,546.9,520.0,562.52
651.1,745.0,640.8,640.2,920.0,719.42
383.5,434.4,486.8,448.5,540.0,458.64
642.9,678.6,607.2,626.5,720.0,655.04
398.9,441.5,521.5,465.3,440.0,453.43999999999994
469.9,463.1,562.3,560.4,660.0,543.14
577.7,681.8,639.6,662.2,700.0,652.26
530.4,447.8,474.6,509.6,420.0,476.48
396.4,408.3,490.1,512.7,620.0,485.5
521.8,498.7,584.4,640.7,700.0,589.1200000000001
618.4,631.8,563.1,644.8,760.0,643.6199999999999
577.0,647.7,520.2,476.0,620.0,568.1800000000001
604.5,751.5,587.8,630.5,620.0,638.86
454.2,456.3,537.6,489.3,740.0,535.4799999999999
442.6,514.0,518.3,569.2,580.0,524.82
454.1,445.3,497.4,426.7,880.0,540.7
552.8,452.1,576.1,662.1,640.0,576.62
570.4,678.4,654.0,663.7,780.0,669.3
440.9,463.3,565.1,530.1,440.0,487.88
479.6,511.7,383.1,489.1,600.0,492.7
495.5,647.2,596.7,539.4,560.0,567.76
440.6,646.5,522.5,515.7,900.0,605.0600000000001
412.3,471.3,542.7,607.9,660.0,538.84
476.8,396.2,511.7,360.9,600.0,469.12
552.3,489.2,535.5,571.4,620.0,553.6800000000001
503.9,526.2,523.2,533.8,640.0,545.42
497.6,426.9,507.5,518.4,680.0,526.08
498.1,681.0,552.6,589.3,920.0,648.2
487.7,540.4,526.3,580.5,580.0,542.9799999999999
435.8,571.7,454.6,409.7,640.0,502.36
687.6,713.7,633.1,758.0,920.0,742.48
638.6,757.2,588.4,616.0,840.0,688.0400000000001
536.4,674.2,573.9,572.6,680.0,607.42
693.5,738.6,664.0,693.2,660.0,689.86
486.2,582.4,524.1,572.8,800.0,593.1
713.4,867.9,642.4,701.8,920.0,769.1
606.4,638.5,608.7,603.4,600.0,611.4
543.3,719.2,574.1,614.6,680.0,626.24
479.3,435.8,504.2,560.6,560.0,507.98
523.3,602.5,645.5,666.1,600.0,607.48
743.2,833.7,683.1,688.2,920.0,773.64
540.1,652.4,607.4,635.3,920.0,671.04
411.0,464.9,524.9,574.2,420.0,479.0
400.7,476.5,378.5,466.7,500.0,444.48
465.9,410.0,493.3,451.5,680.0,500.14
670.9,772.7,551.8,625.0,920.0,708.0799999999999
402.7,551.6,544.1,565.0,480.0,508.68
400.5,422.4,528.4,528.7,600.0,496.0
545.6,569.9,520.7,357.7,800.0,558.78
586.4,648.0,633.3,604.1,820.0,658.36
731.2,776.7,672.7,724.5,960.0,773.0200000000001
712.6,868.5,527.8,651.5,700.0,692.0799999999999
646.5,729.3,587.3,735.9,620.0,663.8
487.8,599.4,537.0,370.5,660.0,530.9399999999999
627.2,705.2,635.1,651.1,860.0,695.72
449.0,476.4,529.2,549.5,720.0,544.8199999999999
359.9,458.1,457.1,436.3,360.0,414.2799999999999
380.2,595.2,420.5,379.4,480.0,451.06000000000006
535.5,637.0,541.6,553.2,760.0,605.46
529.7,575.3,586.0,456.9,560.0,541.58
558.6,592.0,604.2,611.4,560.0,585.24
473.8,425.0,346.8,534.6,540.0,464.03999999999996
356.6,437.2,442.4,413.9,620.0,454.02
471.7,601.4,522.1,492.1,600.0,537.4599999999999
657.4,748.0,637.1,686.4,780.0,701.78
594.6,620.8,526.0,512.2,800.0,610.72
446.9,451.9,385.5,531.7,460.0,455.2
526.9,596.7,555.8,579.1,700.0,591.7
487.3,434.2,526.9,583.8,620.0,530.4399999999999
565.8,717.9,582.3,651.5,640.0,631.5
588.3,660.2,601.6,610.1,560.0,604.04
523.2,648.6,553.5,577.2,660.0,592.5
577.8,662.1,605.5,643.8,680.0,633.8399999999999
492.8,477.4,570.8,539.9,540.0,524.1800000000001
439.1,527.8,534.6,428.9,700.0,526.08
424.1,385.3,500.6,491.7,540.0,468.34
524.6,540.6,511.0,548.9,760.0,577.02
616.1,678.6,576.3,600.0,720.0,638.2
526.3,518.3,547.0,517.4,680.0,557.8
398.3,655.4,543.3,498.5,460.0,511.1
505.3,614.6,546.9,565.0,620.0,570.36
582.9,588.8,576.7,614.9,600.0,592.66
582.9,689.2,590.0,632.4,640.0,626.9
572.7,640.0,583.0,616.0,580.0,598.3399999999999
596.7,395.2,510.3,532.6,500.0,506.96000000000004
638.9,656.4,673.5,704.7,840.0,702.7
677.8,751.6,662.1,702.9,700.0,698.88
425.7,675.8,499.3,517.6,860.0,595.6800000000001
369.2,482.1,390.7,403.2,700.0,469.03999999999996
491.1,682.3,559.7,553.4,760.0,609.3
623.2,688.8,520.6,541.9,680.0,610.9
707.7,803.6,569.4,646.2,740.0,693.3800000000001
581.1,661.5,571.8,558.3,600.0,594.54
635.7,737.1,590.2,589.3,640.0,638.46
456.8,590.2,552.1,557.3,640.0,559.28
493.9,647.7,513.5,534.4,600.0,557.9
585.3,646.0,508.3,556.5,760.0,611.22
453.0,502.6,408.1,553.5,580.0,499.43999999999994
485.5,618.2,521.9,570.6,0.0,439.23999999999995
644.9,665.9,628.0,694.8,860.0,698.72
589.4,536.5,506.2,473.8,720.0,565.1800000000001
541.9,436.8,546.1,528.2,640.0,538.6
442.9,460.7,493.7,524.2,480.0,480.3
409.1,692.3,521.8,496.9,600.0,544.02
424.4,438.3,354.4,424.0,500.0,428.21999999999997
582.2,663.2,581.1,616.5,740.0,636.6
495.7,610.1,410.3,521.4,540.0,515.5
460.1,620.6,583.9,567.3,640.0,574.3799999999999
555.5,623.8,481.8,608.7,600.0,573.96
605.4,770.7,568.3,633.9,800.0,675.66
552.5,588.1,608.5,636.0,740.0,625.02
366.1,418.2,544.6,505.5,480.0,462.88
484.3,504.7,491.4,436.7,640.0,511.4200000000001
609.8,660.4,515.9,603.4,520.0,581.9
502.8,665.3,562.0,543.9,660.0,586.8
514.9,680.7,595.7,601.8,740.0,626.62
589.8,647.5,615.8,642.9,800.0,659.2
437.4,478.9,493.2,552.5,580.0,508.4
571.7,535.6,480.0,493.7,900.0,596.2
516.1,711.7,552.5,630.6,780.0,638.1800000000001
412.2,609.5,569.0,580.3,680.0,570.2
531.6,676.1,530.8,580.1,820.0,627.72
420.9,382.3,406.6,458.5,560.0,445.66
476.8,634.3,510.8,543.3,740.0,581.04
581.0,669.6,528.0,584.1,560.0,584.54
620.7,532.9,594.3,661.8,700.0,621.9399999999999
609.0,739.5,517.7,675.8,620.0,632.4
418.4,629.7,509.6,487.1,820.0,572.9599999999999
403.8,640.3,491.0,515.4,860.0,582.1
470.2,528.3,514.2,504.9,440.0,491.52
414.0,621.4,419.0,510.8,440.0,481.03999999999996
484.2,569.9,521.7,550.2,600.0,545.2
401.4,432.7,421.7,451.3,540.0,449.41999999999996
611.6,683.6,639.4,645.2,660.0,647.96
549.7,729.8,604.8,633.8,760.0,655.62
597.8,654.5,566.9,598.8,540.0,591.6
561.2,541.3,523.3,428.8,640.0,538.92
553.6,648.6,505.4,587.4,660.0,591.0
600.1,570.3,536.5,554.0,880.0,628.1800000000001
667.2,748.8,592.8,662.7,580.0,650.3
586.2,646.2,402.3,441.5,820.0,579.24
505.4,667.3,560.9,604.6,740.0,615.64
481.6,473.8,582.8,572.6,540.0,530.1600000000001
529.8,677.4,595.3,628.6,420.0,570.22
477.6,475.8,466.4,487.5,560.0,493.46000000000004
496.3,667.8,553.7,617.5,720.0,611.0600000000001
406.2,426.1,513.0,488.8,620.0,490.82
421.1,521.8,511.4,404.3,0.0,371.71999999999997
416.4,637.9,455.2,404.5,480.0,478.8
568.4,603.2,567.0,575.9,520.0,566.9
579.9,571.0,590.5,598.8,540.0,576.04
590.0,464.9,625.0,586.8,840.0,621.3399999999999
512.9,605.1,547.3,542.0,680.0,577.46
447.8,564.7,551.2,555.2,660.0,555.78
649.7,655.9,642.6,684.0,840.0,694.4399999999999
529.1,598.1,408.6,555.9,380.0,494.34000000000003
590.7,621.5,602.0,604.9,680.0,619.8199999999999
587.0,663.0,437.8,471.9,700.0,571.9399999999999
524.7,585.7,501.4,614.8,420.0,529.32
553.9,604.3,638.2,637.2,720.0,630.72
626.2,657.0,626.6,660.9,760.0,666.1400000000001
447.1,537.8,525.8,525.5,760.0,559.24
423.3,582.3,471.2,520.0,560.0,511.36
503.4,629.0,562.4,616.6,620.0,586.28
369.3,434.0,405.2,391.7,260.0,372.04
614.7,621.7,559.8,617.1,700.0,622.6600000000001
662.6,710.5,606.3,692.5,900.0,714.3799999999999
495.0,643.1,562.4,613.5,600.0,582.8
431.0,501.9,443.9,372.3,540.0,457.82
403.9,626.6,477.9,539.0,860.0,581.48
607.6,761.0,633.6,524.0,720.0,649.24
360.3,599.7,474.4,501.8,420.0,471.23999999999995
653.0,723.9,689.4,722.6,800.0,717.78
452.5,586.5,550.0,523.2,600.0,542.4399999999999
460.1,461.2,320.6,350.5,380.0,394.48
519.3,694.4,624.4,666.8,620.0,624.9799999999999
508.7,631.2,551.4,596.5,620.0,581.5600000000001
363.1,500.3,520.9,405.1,640.0,485.88
551.6,581.7,574.9,521.4,740.0,593.9200000000001
494.5,503.3,478.3,357.0,580.0,482.62
592.1,642.1,590.7,629.1,720.0,634.8
640.1,680.6,582.8,683.5,680.0,653.4
547.0,497.7,465.9,424.7,580.0,503.06000000000006
616.3,601.2,629.0,693.3,660.0,639.96
636.5,686.3,641.6,754.2,700.0,683.72
572.4,529.2,621.3,629.5,600.0,590.4799999999999
472.6,618.7,534.7,570.1,780.0,595.22
586.8,661.8,626.3,652.7,800.0,665.52
574.9,700.7,564.2,597.7,560.0,599.5
620.5,713.2,610.5,673.9,580.0,639.62
521.4,707.6,544.8,591.0,500.0,572.96
617.6,687.2,592.4,601.9,760.0,651.82
552.3,564.9,564.2,577.0,600.0,571.68
