TP_FAIXA_ETARIA,SEXO,TP_COR_RACA,TP_ESCOLA,MUNIC_ESCOLA,SG_UF_ESC,NO_MUNICIPIO_PROVA,UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,NOTA_REDACAO,nota_final
17 anos,F,Branco,Privada,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,513.9,535.6,492.5,563.8,840.0,589.16
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,493.4,371.8,482.1,462.8,660.0,494.0200000000001
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,557.5,564.0,508.1,466.7,540.0,527.26
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,537.7,378.0,472.7,433.7,560.0,476.4200000000001
24 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,499.2,402.1,493.1,475.0,460.0,465.88
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,387.4,380.4,395.9,401.8,320.0,377.1
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,500.0,503.9,432.6,465.6,580.0,496.41999999999996
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,499.9,566.2,554.5,652.5,640.0,582.6200000000001
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,619.8,578.1,515.6,650.4,800.0,632.78
18 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,414.2,415.3,460.5,426.3,580.0,459.26000000000005
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,430.6,506.7,418.3,509.0,280.0,428.9200000000001
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,498.5,510.6,576.0,524.2,640.0,549.86
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,533.4,605.6,545.9,636.5,540.0,572.28
23 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,370.9,559.8,469.7,615.3,380.0,479.14
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,414.0,504.3,533.5,655.3,560.0,533.42
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,605.1,618.7,557.3,581.8,920.0,656.58
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,510.2,613.1,606.2,702.3,740.0,634.36
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,665.8,617.0,539.7,765.3,920.0,701.5600000000001
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,507.9,591.7,548.1,585.4,680.0,582.6200000000001
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,491.4,469.3,535.7,510.4,780.0,557.36
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,710.9,759.5,641.9,792.4,920.0,764.9399999999999
18 anos,M,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,662.8,733.4,619.7,793.7,820.0,725.92
20 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,467.7,474.8,527.5,501.4,680.0,530.28
19 anos,F,Pardo,Privada,,,Santo André,SP,1,1,1,1,460.7,340.8,439.4,486.6,500.0,445.5
Entre 26 e 30 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,631.9,745.8,636.6,696.2,820.0,706.1
Entre 36 e 40 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,495.9,591.5,552.9,585.5,420.0,529.1600000000001
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,407.3,366.9,388.9,417.4,560.0,428.1
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,430.7,490.4,476.6,510.1,640.0,509.56000000000006
18 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,464.2,506.4,441.2,428.7,540.0,476.1
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,528.6,596.6,548.4,439.9,600.0,542.7
Entre 26 e 30 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,584.7,679.3,565.2,618.3,640.0,617.5
23 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,444.8,456.3,526.0,511.2,460.0,479.66
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,540.2,461.1,510.4,491.3,520.0,504.6
18 anos,F,Branco,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,423.5,428.7,463.6,391.5,500.0,441.46000000000004
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,401.7,461.6,435.2,461.1,700.0,491.91999999999996
18 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,596.3,598.4,568.9,700.1,780.0,648.74
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,420.8,440.1,441.9,440.4,580.0,464.64
Entre 31 e 35 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,448.2,686.5,617.4,753.0,640.0,629.02
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,540.0,648.7,604.6,447.0,700.0,588.0600000000001
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,533.5,659.2,613.4,657.1,660.0,624.64
17 anos,F,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,421.4,413.5,501.6,405.7,560.0,460.43999999999994
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,417.6,525.2,533.7,413.1,500.0,477.9200000000001
22 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,598.0,430.9,597.9,604.5,540.0,554.26
19 anos,M,Pardo,Pública,,,Santo André,SP,1,1,1,1,389.3,364.0,409.0,365.0,520.0,409.46
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,536.2,570.9,589.8,660.2,560.0,583.42
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,425.0,540.5,534.5,471.9,760.0,546.38
Entre 31 e 35 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,462.8,545.6,615.3,453.9,460.0,507.52
21 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,447.2,602.8,604.4,609.2,760.0,604.72
17 anos,F,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,633.9,639.2,603.1,691.9,740.0,661.6200000000001
17 anos,F,Branco,Privada,Mauá,SP,Santo André,SP,1,1,1,1,485.0,501.1,539.0,507.9,740.0,554.6
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,513.2,553.2,548.0,493.0,580.0,537.48
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,570.5,570.9,557.8,701.5,580.0,596.14
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,455.1,533.2,551.3,575.7,700.0,563.0600000000001
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,488.7,521.9,472.3,433.9,480.0,479.35999999999996
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,520.3,566.8,572.2,464.0,440.0,512.6600000000001
18 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,432.2,423.9,474.0,473.4,600.0,480.7
19 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,553.1,635.2,553.4,683.2,680.0,620.9800000000001
21 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,483.1,555.0,466.2,585.0,880.0,593.86
17 anos,F,Preto,Pública,,,Santo André,SP,1,1,1,1,529.7,466.0,537.2,456.7,640.0,525.9200000000001
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,609.9,600.4,616.7,526.8,680.0,606.76
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,423.7,521.5,574.5,703.5,720.0,588.64
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,523.7,451.8,548.7,626.9,700.0,570.22
Entre 26 e 30 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,427.1,396.1,513.7,543.8,640.0,504.14
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,557.0,659.4,627.5,510.0,860.0,642.78
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,592.0,649.6,469.9,780.7,720.0,642.4399999999999
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,504.8,510.6,515.2,590.7,680.0,560.26
Entre 46 e 50 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,426.3,372.8,326.4,409.2,380.0,382.94
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,556.4,587.2,616.5,604.1,620.0,596.8399999999999
Entre 26 e 30 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,612.1,746.6,694.8,732.0,880.0,733.1
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,577.2,598.6,553.5,604.6,720.0,610.78
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,442.9,446.0,466.2,417.8,580.0,470.58000000000004
Entre 41 e 45 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,400.9,452.6,321.9,586.7,0.0,352.41999999999996
18 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,499.6,568.9,545.1,370.4,580.0,512.8
Entre 31 e 35 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,551.6,518.5,382.9,414.4,500.0,473.48
20 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,352.3,548.6,562.6,544.4,700.0,541.58
18 anos,M,Branco,Privada,São Caetano do Sul,SP,Santo André,SP,1,1,1,1,602.6,655.5,595.9,636.5,620.0,622.1
Entre 26 e 30 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,392.4,569.0,556.3,507.3,620.0,529.0
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,474.9,425.6,436.3,391.0,520.0,449.56000000000006
Entre 31 e 35 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,514.3,547.5,519.1,579.0,540.0,539.98
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,506.2,373.5,438.5,584.4,500.0,480.52
18 anos,F,Branco,Pública,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,547.8,547.1,588.9,637.0,600.0,584.16
Entre 36 e 40 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,457.2,488.5,413.8,483.6,420.0,452.62
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,704.5,689.1,629.1,890.0,880.0,758.54
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,549.0,631.9,583.0,568.5,580.0,582.48
24 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,590.1,677.0,595.6,674.7,820.0,671.48
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,478.3,500.8,457.1,451.9,380.0,453.62000000000006
18 anos,M,Preto,Pública,,,Santo André,SP,1,1,1,1,449.6,587.4,540.7,435.5,620.0,526.6400000000001
Entre 36 e 40 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,510.4,579.6,547.5,438.7,740.0,563.24
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,428.0,521.0,468.9,561.8,600.0,515.9399999999999
24 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,609.7,642.3,570.3,705.7,600.0,625.6
20 anos,M,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,723.9,796.2,679.9,831.0,920.0,790.2
Entre 26 e 30 anos,F,Pardo,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,494.4,583.9,550.4,502.0,620.0,550.14
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,524.7,629.2,575.3,692.0,820.0,648.24
Entre 36 e 40 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,551.9,659.5,615.7,617.9,640.0,617.0
23 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,541.0,653.9,596.2,598.2,640.0,605.86
19 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,464.4,528.2,526.1,507.1,660.0,537.1600000000001
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,436.3,477.5,482.4,415.1,640.0,490.26000000000005
18 anos,M,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,601.0,620.3,501.3,768.2,760.0,650.1600000000001
19 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,580.2,596.6,543.9,712.8,720.0,630.7
23 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,415.0,545.7,439.5,448.3,380.0,445.7
17 anos,F,Preto,Pública,,,Santo André,SP,1,1,1,1,424.5,0.0,512.4,576.7,500.0,402.71999999999997
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,555.1,591.0,552.5,662.8,840.0,640.28
17 anos,M,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,360.9,524.3,558.5,502.6,360.0,461.26000000000005
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,502.7,485.0,525.5,556.4,720.0,557.92
21 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,435.0,513.2,460.1,404.4,540.0,470.53999999999996
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,389.4,406.9,518.3,485.9,640.0,488.1
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,629.2,594.4,550.3,633.6,760.0,633.5
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,645.7,629.5,562.3,710.0,800.0,669.5
17 anos,M,Não Declarado,Pública,Santo André,SP,Santo André,SP,1,1,1,1,593.9,624.0,622.0,640.3,600.0,616.04
22 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,551.0,553.8,534.5,669.6,560.0,573.78
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,652.7,667.7,654.2,746.7,800.0,704.26
20 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,411.9,505.0,520.7,544.8,740.0,544.48
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,392.8,545.5,531.6,589.4,560.0,523.86
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,394.5,527.3,435.6,400.9,620.0,475.66
24 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,642.8,646.4,630.6,622.5,760.0,660.46
18 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,395.7,406.0,432.5,530.0,420.0,436.84
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,512.3,630.8,616.1,551.1,860.0,634.0600000000001
22 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,578.1,623.6,565.5,655.8,800.0,644.6
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,431.8,406.0,492.2,452.8,660.0,488.56000000000006
18 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,481.7,606.6,570.0,383.1,560.0,520.28
20 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,396.1,542.2,533.1,512.3,620.0,520.74
25 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,481.1,602.5,593.4,552.1,740.0,593.8199999999999
Entre 36 e 40 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,534.7,635.3,515.0,649.1,720.0,610.82
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,397.3,534.8,540.3,490.9,520.0,496.66
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,576.3,620.8,632.8,687.7,880.0,679.52
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,543.8,572.9,522.0,414.3,480.0,506.6
18 anos,M,Pardo,Pública,,,Santo André,SP,1,1,1,1,362.2,552.6,469.1,617.9,0.0,400.35999999999996
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,400.6,435.9,512.9,376.9,380.0,421.26000000000005
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,606.2,640.9,587.5,654.7,540.0,605.86
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,356.4,477.3,443.8,455.4,720.0,490.5799999999999
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,470.9,364.8,338.9,476.4,620.0,454.2
20 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,521.1,584.1,547.4,634.2,740.0,605.36
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,490.5,576.8,492.3,554.7,600.0,542.86
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,544.4,555.1,542.2,666.5,540.0,569.6400000000001
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,575.3,565.0,556.3,684.3,740.0,624.18
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,576.3,684.0,638.5,653.0,580.0,626.36
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,573.3,618.6,527.2,474.8,660.0,570.78
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,522.0,535.1,547.2,465.0,560.0,525.86
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,549.2,600.2,570.0,576.9,600.0,579.26
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,576.5,605.2,599.0,618.7,800.0,639.88
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,453.8,523.4,538.5,437.0,480.0,486.53999999999996
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,460.3,521.7,566.7,575.1,600.0,544.76
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,500.7,624.9,569.6,654.5,820.0,633.94
17 anos,F,Branco,Privada,São Caetano do Sul,SP,Santo André,SP,1,1,1,1,486.6,568.3,519.3,462.8,660.0,539.4
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,389.8,506.9,485.1,541.9,600.0,504.74000000000007
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,562.3,535.6,545.7,487.9,640.0,554.3
19 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,444.0,591.8,523.6,653.0,680.0,578.4799999999999
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,466.3,494.4,414.0,502.7,640.0,503.48
17 anos,F,Pardo,Privada,Tailândia,PA,Santo André,SP,1,1,1,1,541.0,601.6,605.6,646.9,680.0,615.02
17 anos,F,Branco,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,577.3,556.2,560.7,568.4,860.0,624.52
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,404.8,572.7,440.5,407.4,580.0,481.08000000000004
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,416.0,507.5,488.7,446.5,500.0,471.73999999999995
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,412.4,494.2,476.2,445.3,660.0,497.62000000000006
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,608.3,585.4,511.7,668.1,620.0,598.7
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,651.0,637.8,585.7,610.8,880.0,673.0600000000001
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,529.0,554.4,520.9,610.2,480.0,538.9
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,371.0,580.4,599.0,532.1,920.0,600.5
19 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,458.6,496.7,453.4,374.0,540.0,464.53999999999996
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,564.2,639.4,610.7,634.1,800.0,649.6800000000001
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,499.9,436.6,472.8,470.6,540.0,483.98
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,501.2,535.1,505.8,525.4,800.0,573.5
17 anos,M,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,497.0,386.5,519.7,578.7,660.0,528.38
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,413.8,474.9,494.3,690.3,800.0,574.66
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,483.0,658.0,597.9,683.7,760.0,636.52
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,486.3,471.6,536.5,537.7,820.0,570.42
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,545.4,606.1,585.4,696.0,900.0,666.58
17 anos,F,Branco,Privada,São Paulo,SP,Santo André,SP,1,1,1,1,615.2,597.1,578.0,670.7,860.0,664.2
18 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,566.5,636.8,607.7,643.0,720.0,634.8
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,519.0,612.7,633.8,651.1,580.0,599.3199999999999
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,509.8,432.8,532.3,431.2,720.0,525.22
23 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,551.9,680.8,607.7,707.3,960.0,701.54
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,488.4,558.1,539.7,501.6,540.0,525.5600000000001
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,421.2,491.5,499.1,534.9,540.0,497.34
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,637.5,705.8,660.6,749.9,920.0,734.76
17 anos,F,Branco,Privada,,,Santo André,SP,1,1,1,1,557.3,599.7,565.7,491.0,640.0,570.74
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,541.2,524.2,533.8,531.8,540.0,534.2
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,629.1,633.0,578.6,683.8,720.0,648.9
18 anos,F,Pardo,Pública,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,482.2,598.6,536.7,552.9,560.0,546.08
22 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,637.6,676.7,609.2,723.6,880.0,705.4200000000001
18 anos,F,Branco,Privada,São Paulo,SP,Santo André,SP,1,1,1,1,436.9,523.4,427.4,542.5,600.0,506.03999999999996
20 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,468.2,543.2,538.8,388.7,620.0,511.7799999999999
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,441.5,580.1,537.9,462.9,600.0,524.48
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,457.0,637.6,586.7,626.2,860.0,633.5
17 anos,F,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,378.7,488.6,459.1,494.3,560.0,476.14
17 anos,M,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,593.5,592.7,552.9,708.1,660.0,621.4399999999999
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,445.3,585.2,458.1,597.5,700.0,557.22
18 anos,M,Branco,Pública,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,667.2,614.3,575.6,680.2,840.0,675.46
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,491.6,358.2,547.9,456.8,600.0,490.9
24 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,578.5,501.7,508.0,468.1,800.0,571.26
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,560.5,552.2,496.0,634.5,580.0,564.64
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,505.4,562.8,602.5,408.3,740.0,563.8
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,594.1,624.7,519.9,603.4,580.0,584.4200000000001
Maior de 70 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,488.3,573.1,470.0,623.6,380.0,507.0
17 anos,M,Pardo,Pública,,,Santo André,SP,1,1,1,1,518.6,559.6,549.0,629.3,640.0,579.3
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,539.2,605.8,529.5,648.7,880.0,640.64
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,500.1,521.9,583.1,647.9,820.0,614.6
18 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,415.3,419.3,414.9,421.6,500.0,434.2200000000001
20 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,597.8,532.9,574.4,631.8,620.0,591.38
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,521.8,553.2,533.7,696.6,660.0,593.0600000000001
20 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,510.3,575.7,525.0,588.6,720.0,583.9200000000001
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,642.9,704.7,704.5,852.5,920.0,764.9200000000001
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,617.0,640.4,617.0,664.8,920.0,691.8399999999999
Entre 31 e 35 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,491.7,562.2,587.8,633.6,560.0,567.0600000000001
18 anos,M,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,532.6,618.4,560.3,606.0,560.0,575.4599999999999
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,758.0,664.7,623.4,737.3,820.0,720.68
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,460.2,569.5,548.8,647.7,840.0,613.24
20 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,475.2,661.8,569.4,447.6,700.0,570.8
17 anos,M,Amarelo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,538.7,644.6,559.3,729.1,840.0,662.34
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,523.7,585.6,533.9,682.0,600.0,585.04
18 anos,F,Branco,Privada,,,Santo André,SP,1,1,1,1,552.3,540.4,536.1,493.5,680.0,560.46
23 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,535.3,566.7,594.2,534.2,580.0,562.08
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,644.7,664.0,679.0,705.7,860.0,710.6800000000001
17 anos,F,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,384.7,504.0,493.6,526.1,640.0,509.68
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,531.8,435.9,464.0,542.8,560.0,506.9
17 anos,M,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,485.0,617.0,509.0,603.0,660.0,574.8
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,601.9,569.0,565.4,455.9,820.0,602.4399999999999
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,480.0,394.1,553.3,529.5,580.0,507.38
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,484.0,431.7,521.6,470.8,520.0,485.62000000000006
